id,kode_3_digit_id,kode_4_digit,judul,deskripsi
170,61,2594,"Industri Ember, Kaleng, Drum dan Wadah Sejenis Dari Logam","Subgolongan ini mencakup : - Industri tong, drum, kaleng, ember, kotak- Industri kaleng untuk produk makanan, tabung dan kotak yang dapat dilipat- Industri metallic closure"
171,61,2595,"Industri Barang dari Kawat dan Paku, Mur dan Baut, Bukan Kabel Logam","Subgolongan ini mencakup : - Industri barang dari kawat, seperti kawat berduri, pagar kawat, alat pemanggang (grill), jaring kawat dan lain-lain - Industri baut, sekrup, mur dan barang berulir sejenis - Industri pegas (selain pegas jam), seperti leaf springs, helical springs, torsion bar springs dan lembaran untuk pegas - Industri rantai (kecuali power transmission chain)"
172,61,2599,Industri Barang Logam Lainnya Ytdl,"Subgolongan ini mencakup : - Industri peralatan rumah tangga dari logam, seperti peralatan makan, seperti piring, piring ceper, magkok, teko, panci, wajan ketel, pot dan lain-lain"
173,62,2611,Industri Tabung Elektron dan Konektor Elektronik,"Subgolongan ini mencakup : - Industri tabung elektron- Industri konektor elektronik Subgolongan ini juga mencakup : - Industri kabel printer, kabel monitor, kabel USB, konektor dan lain-lain Sub golongan ini tidak mencakup : - Industri tabung x-ray dan peralatan iradiasi lainnya, lihat 2660 - Industri instrumen dan peralatan listrik, lihat golongan pokok 27 - Industri penghambat lampu (ligthing ballast), lihat 2711"
174,62,2612,Industri Semi Konduktor dan Komponen Elektronik Lainnya,"Subgolongan ini mencakup industri semi konduktor dan komponen lainnya untuk aplikasi elektronik. Subgolongan ini mencakup : - Industri papan sirkuit tercetak kosong- Industri kapasitor elektronik- Industri resistor elektronik- Industri mikroprosesor- Industri induktor (misalnya cok, gulungan, trafo), tipe komponen elektronik - Industri kristal elektronik dan crystal assemblies - industri solenoida, switch dan transducer untuk aplikasi elektronik - Industri dadu atau kubus, semikonduktor, baik yang selesai maupun yang setengah jadi - Industri interface cards (misalnya sound (kartu suara), video (kartu video), kontroler, kartu jaringan, modem) - Industri komponen layar (plasma, polimer, LCD) - Industri light emitting diodes (LED)- Industri IC atau integrated circuit ( analog, digital, maupun hibrid) - Industri dioda, transistor dan alat-alat yang berkaitan dengannya - Pemuatan komponen pada papan sirkuit tercetak Subgolongan ini tidak mencakup : - Pencetakan smart cards (kartu pintar), lihat 1811 - Industri modem (peralatan carrier), lihat 2639 - Industri layar komputer dan televisi, lihat 2622, 2641 - Industri relay listrik, lihat 2712- Industri peralatan kabel listrik, lihat 2733 - Industri peralatan lengkap yang diklasifikasikan berdasarkan klasifikasi yang ada"
175,63,2621,Industri Komputer dan/atau Perakitan Komputer,"Subgolongan ini mencakup industri dan/atau pemasangan komputer, misalnya mainframe, komputer dekstop, laptop dan server komputer. Komputer dapat berupa komputer analog, digital atau hibrid. Komputer digital, jenis yang umumnya banyak digunakan, adalah peralatan yang dapat melakukan hal-hal berikut : (1) menyimpan program pemrosesan atau program dan data yang diperlukan untuk eksekusi suatu program"
176,63,2622,Industri Perlengkapan Komputer,"Subgolongan ini mencakup perlengkapan periferal komputer, seperti peralatan penyimpanan dan peralatan input/output (printer, monitor, keyboard). Subgolongan ini mencakup : - Industri disk drive magnetik, flash drive dan alat penyimpanan lainnya - Industri disk drive optik (misalnya CD-RW, CD-ROM, DVD-ROM, DVD-RW) - Industri printer- Industri monitor- Industri keyboard- Industri semua tipe mouse, joystick, dan aksesori trackball - Industri terminal komputer- Industri scanner, mencakup bar code scanner - Industri smart card reader- Industri virtual reality helmets- Industri proyektor komputer (video beamer) Subgolongan ini juga mencakup : - Industri terminal komputer, seperti anjungan tunai mandiri (ATM), terminal point of sale (POS), yang tidak dioperasikan secara mekanis - Industri peralatan kantor multifungsi, seperti kombinasi faks-scanner-fotokopi Subgolongan ini tidak mencakup : - Reproduksi media rekaman (media komputer, suara, video), lihat 1820 - Industri komponen elektronik dan alat-alat elektronik yang digunakan di komputer dan perlengkapannya, lihat 2611 dan 2612 - Industri modem komputer internal/eksternal, lihat 2612 - Industri interface cards, modul dan peralatannya, lihat 2612 - Industri modem peralatan carrier, lihat 2639 - Industri switch komunikasi digital, perlengkapan komunikasi data (misalnya bridge, router, gateway) lihat 2639 - Industri monitor televisi, lihat 2641- Industri alat elektronik seperti pemutar CD atau pemutar DVD, lihat 2642 - Industri media magnetik dan optik kosong yang digunakan dengan komputer atau peralatan lainnya, lihat 2680"
177,64,2631,Industri Peralatan Telepon dan Faksimili,"Subgolongan ini mencakup : - Industri peralatan pesawat telepon dan faksimili, termasuk di dalamnya mesin penjawab"
178,64,2632,Industri Peralatan Komunikasi Tanpa Kabel (Wireless),Subgolongan ini mencakup : - Industri pager- Industri telepon selular- Industri peralatan komunikasi bergerak (mobile)
179,64,2639,Industri Peralatan Komunikasi Lainnya,"Subgolongan ini mencakup : - Industri peralatan Private Branch Exchange (PBX), seperti peralatan switching kantor- Industri peralatan komunikasi data, seperti bridge, router, gateway - Industri pesawat telepon tanpa kabel- Industri peralatan TV kabel- Industri antena transmisi (pemancar) dan penerima- Industri peralatan penyiaran studio dan televisi, termasuk di dalamnya kamera televisi - Industri modem peralatan carrier- Industri sistem alarm kebakaran danpencurian, pengiriman sinyal ke stasiun pengendali - Industri transmitor radio dan televisi- Industri peralatan infrared (misalnya remote kontrol) - Industri smart card (kartu cerdas kontak dan nirkontak)Subgolongan ini tidak mencakup : - Industri komponen elektronik dan komponen yang digunakan dalam peralatan komunikasi, lihat 2612 - Industri modem komputer internal/eksternal (tipe CD), lihat 2612 - Industri komputer dan perlengkapannya, lihat 2621 dan 2622 - Industri peralatan audio dan video, lihat 2642 - Industri papan skor elektronik, lihat 2790- Industri lampu lalu lintas, lihat 2790"
180,65,2641,Industri Televisi dan/atau Perakitan Televisi,Subgolongan ini mencakup : - Industri televisi- Industri monitor televisi dan display
181,65,2642,"Industri Peralatan Perekam, Penerima dan Pengganda Audio dan Video, Bukan Industri Televisi",Subgolongan ini mencakup industri audio dan video elektronik untuk hiburan di rumah (home entertainment) dan kendaraan bermotor. Subgolongan ini mencakup : - Industri peralatan perekam dan pengganda kaset video - Industri peralatan sistem pengganda dan perekam audio - Industri peralatan stereo- Industri penerima radio- Industri pemutar CD dan VCD/DVD- Industri kamera video jenis rumah tangga - Industri jukebox
182,65,2649,Industri Peralatan Audio dan Video Elektronik Lainnya,"Subgolongan ini mencakup industri peralatan elektronik konsumen lainnya, seperti alat yang digunakan untuk menyampaikan pengumuman dan amplifier untuk instrumen musik. Subgolongan ini mencakup : - Industri amplifier untuk instrumen musik dan alat yang digunakan untuk menyampaikan pengumuman - Industri mikrofon- Industri speaker- Industri mesin karaoke- Industri headphone (misalnya untuk radio, stereo, komputer) - Industri konsol video game Subgolongan ini tidak mencakup : - Industri reproduksi media rekaman (media komputer, suara, video dan sebagainya), lihat 1820 - Industri perlengkapan komputer dan monitor komputer, lihat 2622 - Industri mesin penjawab telepon, lihat 2631 - Industri peralatan pager, lihat 2632- Industri peralatan remote kontrol (radio dan infrared), lihat 2639 - Industri perlengkapan studio siaran seperti peralatan reproduksi, antena pemancar dan penerima, kamera video komersial, lihat 2639 - Industri permainan (game) elektronik dengan perangkat lunak yang tetap, lihat 3240"
183,66,2651,"Industri Alat Ukur, Alat Uji, Peralatan Navigasi dan Kontrol","Subgolongan ini mencakup industri sistem dan peralatan pencarian, pendeteksian, navigasi, pemandu aeronautik dan nautik"
184,66,2652,Industri Alat Ukur Waktu,"Subgolongan ini mencakup industri arloji, jam dan penunjuk waktu dan perlengkapannya. Subgolongan ini mencakup : - Industri arloji dan jam semua jenis, termasuk perangkat panel jam - Industri case (badan) jam dan arloji, termasuk case (badan) dari logam mulia - Industri peralatan perekam waktu dan peralatan untuk pengukur, perekam dan menampilkan interval waktu dengan penggerak jam atau arloji atau dengan motor synchronous, seperti pencatat waktu parking , pencatat waktu datang dan pulang pegawai (pencatat waktu absen), Time/date stamps dan pencatat waktu proses - Industri switch/tombol waktu dan keluaran lainnya dengan penggerak arloji atau jam atau dengan motor synchronous, seperti Time locks (pengunci waktu) - Industri komponen jam atau arloji, seperti penggerak (movement), pegas, batu baterai, lempeng jam, jarum dan bagian lainnya Subgolongan ini tidak mencakup : - Industri tali arloji bukan logam (kain, kulit, plastik), lihat 1512 - Industri tali arloji dari logam mulia, lihat 3211 - Industri tali arloji dari bukan logam mulia, lihat 3212"
185,67,2660,"Industri Peralatan Iradiasi, Elektromedikal dan Elektroterapi","Subgolongan ini mencakup : - Industri peralatan dan tabung iradiasi (penyinaran), seperti peralatan industri, diagnosa medis, terapi medis, penelitian dan ilmu pengetahuan. Misalnya peralatan radiasi sinar X, beta, gamma dan sinar lainnya - Industri CT scanner- Industri PET scanner- Industri peralatan MRI (magnetic resonce imaging) - Industri peralatan ultrasound medis- Industri peralatan elektrokardiograf- Industri peralatan endoskopi elektromedikal - Industri peralatan laser medis- Industri peralatan alat bantu dengar- Industri peralatan alat pacu jantung- Industri peralatan iradiasi susu dan makanan Subgolongan ini tidak mencakup : - Industri peralatan analisis laboratorium (misalnya peralatan analisis darah), lihat 2651 - Industri tanning beds, lihat 2790"
186,68,2671,Industri Peralatan Fotografi,Subgolongan ini mencakup industri peralatan fotografi seperti : - Industri kamera film dan kamera digital
187,68,2679,Industri Peralatan Fotografi dan Instrumen Optik Lainnya,"Subgolongan ini mencakup industri peralatan dan instrumen optik dan lensa, seperti binokular, mikroskop (kecuali elektron, proton), teleskop, prisma dan lensa (kecuali opthalmik), industri pelapisan dan penggosokan lensa (kecuali opthalmik), mounting lensa (kecuali opthalmik) dan lainnya. Subgolongan ini mencakup : - Industri lensa dan prisma- Industri mikroskop optik, binokular dan teleskop - Industri cermin optik- Industri peralatan kaca pembesar optik- Industri peralatan presisi (ketepatan) masinis optik - Industri komparator optik- Industri peralatan pembidik senjata optik - Industri peralatan positioning optik- Industri peralatan dan instrumen pengukuran dan pemeriksaan optik (misalnya peralatan pengontrol api/fire control equipment, alat pengukur cahaya untuk fotografi, pengukur jarak) - Industri motion picture dan slide projector - Industri overhead transparancy projector- Industri peralatan laser Subgolongan ini juga mencakup : - Industri pelapisan, penggosokan lensa, dan mounting lensa (kecuali opthalmik) dan lainnya Subgolongan ini tidak mencakup : - Industri proyektor komputer, lihat 2622- Industri TV komersial dan kamera video, lihat 2639 - Industri kamera video jenis rumah tangga, lihat 2642 - Industri mikroskop proton dan elektron, lihat 2651 - Industri peralatan lengkap menggunakan komponen laser, lihat sub golongan industri berdasarkan tipe mesin (misalnya peralatan laser medis, lihat 2660 - Industri mesin fotokopi, lihat 2817- Industri barang-barang opthalmik, lihat 3250"
188,69,2680,Industri Media Magnetik dan Media Optik,"Subgolongan ini mencakup industri media rekam magnetik dan optik. Subgolongan ini mencakup : - Industri pita audio dan video magnetik kosong - Industri kaset audio dan video magnetik kosong - Industri disket kosong- Industri disk optik koson- Industri media hard drive Subgolongan ini tidak mencakup : - Reproduksi media rekaman (seperti media komputer, sound, video dan lainnya), lihat 1820"
189,70,2711,"Industri Motor Listrik, Generator dan Transformator",Subgolongan ini mencakup : - Industri transformator distribusi listrik- Industri transformator arc-welding- Industri flourescent ballast atau lighting ballast - Industri transformator sub stasiun untuk distribusi tenaga listrik - Industri pengatur transmisi dan distribusi voltase listrik - Industri motor listrik (kecuali mesin pembakaran dalam untuk menyalakan motor) - Industri generator tenaga (kecuali alternator pengisi baterai untuk mesin pembakaran dalam) - Industri perangkat generator motor (kecuali perangkat generator turbin) - Industri perangkat generator penggerak utama
190,70,2712,Industri Peralatan Pengontrol dan Pendistribusian Listrik,"Subgolongan ini mencakup : - Industri sakelar pemutus aliran listrik- Industri angker dinamo untuk untuk pabrik - Industri surge suppressor/penindas sentakan listrik (untuk distribusi tingkat voltase) - Industri panel kontrol untuk distribusi tenaga listrik - Industri relay listrik- Industri pipa/saluran peralatan papan penghubung/switchboard aliran listrik - Industri sekering listrik- Industri peralatan pemindah tenaga (power switching) - Industri tombol atau saklar tenaga listrik (kecuali tombol tekan, snap, solenoida, tumbler) Subgolongan ini tidak mencakup : - Industri komponen listrik jenis trasformator dan switch, lihat 2612 - Industri peralatan pengontrol lingkungan dan pengontrol proses industri, lihat 2651 - Industri steker untuk sirkuit listrik seperti tombol tekan, snap switches), lihat 2733 - Industri peralatan patri dan solder listrik, lihat 2790 - Industri solid state inverter, rectifier dan converter, lihat 2790 - Industri perangkat turbin generator, lihat 2811 - Industri starter motor dan generator untuk mesin pembakar dalam, lihat 2930"
191,71,2720,Industri batu baterai dan akumulator listrik,"Subgolongan ini mencakup : - Industri baterai dan sel-sel utamanya, baik yang mengandung mangan dioksida, merkuri dioksida, perak oksida atau lainnya - Industri akumulator listrik dan komponenya, seperti separator, wadah dan pembungkusnya - Industri baterai asam timah- Industri baterai Ni-Cad- Industri baterai Ni-Mh- Industri baterai Lithium- Industri baterai cell kering- Industri baterai cell basah"
192,72,2731,Industri Kabel Serat Optik,"Subgolongan ini mencakup industri kabel serat optik untuk transmisi data atau gambar. Subgolongan ini tidak mencakup : - Industri serat kaca (fiber glass), lihat 2312- Industri perangkat kabel optik atau rakitan dengan konektor atau lainnya, klasifikasinya tergantung pada aplikasi, contohnya lihat 2611, 2612"
193,72,2732,Industri Kabel Listrik dan Elektronik Lainnya,"Subgolongan ini mencakup : - Industri kabel dan kawat berisolasi atau berpenyekat, terbuat dari baja, tembaga atau aluminiumSubgolongan ini tidak mencakup : - Industri (drawing) kawat, lihat 2410, 2420- Industri kabel komputer, kabel printer, kabel USB, dan kabel perangkat sejenisnya, lihat 2612 - Industri kawat sambungan, lihat 2790- Industri perangkat kabel untuk alat-alat otomotif, lihat 2930"
194,72,2733,Industri Perlengkapan Kabel,"Subgolongan ini mencakup industri peralatan kawat pembawa arus dan bukan pembawa arus untuk sirkuit listrik apapun bahannya. Subgolongan ini mencakup : - Industri batang penghantar, konduktor listrik (kecuali jenis switchgear) - Industri GFCI (ground fault circuit interrupter) - Industri lamp holder- Industri penangkal petir dan koil- Industri steker untuk untuk perangkat kawat listrik (misalnya penekan, tombol tekan, snap, tumbler switcher) - Industri outlet dan socket listrik (stop kontak) - Industri kotak untuk peralatan kawat listrik (seperti junction, outlet, switch box) - Industri kabel dan peralatan listrik- Industri kutub transmisi dan line hardware - Industri plastik untuk peralatan kawat bukan pembawa arus termasuk kotak plastik junction, face plates dan sejenisnya dan peralatan pole line plastik Subgolongan ini tidak mencakup : - Industri isolator keramik, lihat 2393- Industri komponen elektronik, seperti konektor, socket dan switch, lihat 2611, 2612"
195,73,2740,Industri Peralatan Penerangan Listrik (Termasuk Peralatan Penerangan Bukan Listrik),"Subgolongan ini mencakup industri bola lampu, tabung dan komponen-komponennya (kecuali kaca kosong untuk bola lampu listrik), peralatan lampu listrik dan komponennya (kecuali peralatan kawat pembawa arus). Subgolongan ini mencakup : - Industri lampu, peralatan dan bola lampu yang berupa ultra-violet, infra-red, lampu neon/TL bola lampu pijar dan discharge - Industri peralatan penerangan yang dipasang di langit-langit - Industri tempat lilin (chandeliers)- Industri lampu meja- Industri perangkat lampu hias pohon natal - Industri batang perapian listrik- Industri senter- Industri lampu listrik serangga- Industri lentera (dengan bahan bakar karbit, listrik, gas, bensin, minyak tanah) - Industri lampu sorot- Industri peralatan lampu jalan (kecuali rambu-rambu lalu lintas) - Industri peralatan penerangan untuk peralatan transportasi (misalnya untuk kendaraan bermotor, pesawat terbang, perahu) Subgolongan ini juga mencakup : - Industri peralatan penerangan bukan listrik Subgolongan ini tidak mencakup : - Industri peralatan dari kaca dan kaca untuk peralatan penerangan, lihat 2311, 2312 - Industri peralatan kabel pembawa arus untuk peralatan penerangan, lihat 2733 - Industri kipas angin yang dipasang di langit-langit atau kipas angin kamar mandi yang terintegrasi dengan peralatan penerangan, lihat 2752 - Industri peralatan sinyal (rambu) listrik misalnya rambu-rambu lalu lintas dan peralatan rambu-rambu pejalan kaki, lihat 2790"
196,74,2751,Industri Peralatan Listrik Rumah Tangga,"Subgolongan ini mencakup : - Industri peralatan listrik rumah tangga, seperti kulkas (refrigerator), mesin pencuci piring, mesin pencuci dan pengering pakaian, vacuum cleaner (alat penyedot debu), mesin pengkilap lantai, unit pembuangan/tempat sampah, alat pembuka kaleng, blender, pembuat jus, alat cukur listrik, sikat gigi listrik dan alat-alat perawatan tubuh listrik lainnya, alat penajam pisau dan kap ventilasi Subgolongan ini tidak mencakup : - Industri kulkas dan freezer komersial, pendingin ruangan, kipas angin loteng, pemanas ruangan permanen dan kipas angin ventilasi komersial (exhaust fan), peralatan memasak komersial, peralatan laundri dan cuci kering komersial,, vacuum cleaner komersial dan intitusional, lihat golongan pokok 28 - Industri mesin jahit rumah tangga, lihat 2826 - Pemasangan sistem vacuum cleaner sentral atau terpusat, lihat 4329"
197,74,2752,Industri Peralatan Elektrotermal Rumah Tangga,"Subgolongan ini mencakup : - Industri peralatan elektrotermal rumah tangga, seperti alat pemanas air listrik, selimut listrik, alat listrik untuk perawatan rambut (pengering, sisir, sikat, pengeriting), setrika listrik, alat pemanas ruangan, kipas angin untuk rumah tangga portable, oven (pemanggang) listrik, oven microwave, alat pemasak dan hotplates listrik, alat pemanggang atau pembakar roti, mesin pembuat teh atau kopi, penggorengan dan pemanggang listrik dan hoods, alat resistor pemanas listrik dan lain-lain"
198,74,2753,Industri Peralatan Pemanas dan Masak Bukan Listrik Rumah Tangga,"Subgolongan ini mencakup : - Industri peralatan masak dan pemanas bukan listrik rumah tangga, seperti kompor masak, panggangan, pemanas air, peralatan masak lain, penghangat piring dan lain-lain - Industri pemanas ruangan bukan listrik, seperti tungku atau perapian"
199,75,2790,Industri Peralatan Listrik Lainnya,"Subgolongan ini mencakup industri peralatan listrik selain motor, generator dan transfomator, baterai dan akumulator, peralatan kabel dan kawat, peralatan penerangan atau alat-alat rumah tangga. Subgolongan ini mencakup : - Industri charger (pengisi) baterai padat- Industri alat pembuka dan penutup pintu listrik - Industri bel listrik- Industri mesin pembersih ultrasonik (kecuali untuk laboratorium, dokter gigi) - Industri tanning beds- Industri peralatan solid state inverter, peralatan rektifikasi, fuel cells, penyuplai daya teregulasi dan tidak teregulasi - Industri UPS (uninterruptible power supllies) - Industri supresor gelombang (kecuali untuk distribusi level voltase) - Industri kabel peralatan, kabel sambungan, perangkat kabel listrik lainnya yang berpenyekat dan berkonektor - Industri karbon dan grafit elektroda, kontak dan produk karbon dan grafit listrik lainnya - Industri akselerator partikel - Industri kapasitor, resistor, kondenser listrik dan komponen sejenisnya - Industri elektromagnet- Industri sinyal listrik (sirine)- Industri papan skor elektronik- Industri tanda/reklame listrik- Industri peralatan sinyal listrik seperti peralatan lampu lampu lalu lintas dan sinyal untuk pejalan kaki - Industri insulator (penyekat) listrik (kecuali penyekat kaca atau porselen) - Industri peralatan patri dan solder listrik, termasuk besi solder tangan Subgolongan ini tidak mencakup : - Industri tanda/reklame bukan listrik, lihat sub golongan berdasarkan bahan dasarnya (tanda/reklame plastik lihat 2229, tanda/reklame logam, lihat 2599) - Industri insulator listrik porselen, lihat 2393 - Industri serat grafit dan karbon dan produknya (kecuali elektroda dan peralatan listrik), lihat 2399 - Industri komponen listrik, jenis rektifikasi, peralatan elektronik, pengatur tegangan, IC pengubah daya, kapasitor elektronik, resistor elektronik dan peralatan sejenisnya, lihat 2612 - Industri transfomator, motor, generator, switchgear, relay dan pengontrol industri, lihat 2711, 2712 - Industri baterai, lihat 2720- Industri perangkat kawat energi dan komunikasi, perangkat kabel pembawa arus atau bukan pembawa arus, lihat 2733 - Industri peralatan penerangan, lihat 2740- Industri peralatan rumah tangga, lihat 2751, 2752, 2753 - Industri peralatan patri dan solder bukan listrik, lihat 2819 - Industri peralatan listrik kendaraan bermotor, seperti generator, alternator, busi, ignition wiring harness, sistem power window and door, pengatur tegangan, lihat 2930 - Industri peralatan sinyal mekanis dan elektromagnetis, keamanan dan kontrol lalu lintas untuk jalur rel kereta api, rel trem, jalur perairan dalam, jalan raya, fasilitas parkir, lalu lintas udara, lihat 3020"
200,76,2811,"Industri Mesin dan Turbin, Bukan Mesin Pesawat Terbang dan Kendaraan Bermotor","Subgolongan ini mencakup : - Industri mesin piston pembakaran dalam (kecuali mesin kendaraan bermotor, pesawat terbang dan mesin penggerak putaran), seperti mesin kapal laut dan mesin kereta api - Industri piston, cincin piston, karburator dan sejenisnya untuk semua jenis mesin pembakaran dalam, mesin diesel dan sebagainya - Industri inlet dan klep/katup pelepas gas dari mesin pembakaran dalam - Industri turbin dan bagian-bagiannya, seperti turbin uap dan turbin sejenis lainnya"
201,76,2812,Industri Peralatan Tenaga Zat Cair dan Gas,"Subgolongan ini mencakup : - Industri komponen hidrolik dan pneumatik, termasuk didalamnya pompa hidrolik, motor hidrolik, silinder hidrolik dan pneumatik, klep/katup hidrolik dan pneumatik, perkakas dan pipa karet hidrolik dan pneumatik - Industri peralatan pengolahan udara yang digunakan dalam sistem pneumatik - Industri sistem tenaga zat cair dan gas- Industri peralatan transmisi hidrolik Subgolongan ini tidak mencakup : - Industri kompresor, lihat 2813- Industri pompa dan klep/katup untuk peralatan tenaga bukan zat cair dan gas, lihat 2813 - Industri peralatan transmisi mekanis, lihat 2814"
202,76,2813,"Industri Pompa Lainnya, Kompresor, Kran dan Klep/katup","Subgolongan ini mencakup : - Industri pompa vakum atau pompa udara, kompresor udara dan gas lainnya. - Industri pompa untuk zat cair baik untuk alat pengukuran baik terukur ataupun tidak - Industri pompa yang didesain untuk mesin pembakaran dalam, seperti pompa bahan bakar, oli, dan air untuk kendaraan bermotor dan sebagainya Subgolongan ini juga mencakup : - Industri klep/katup dan kran untuk keperluan industri, mencakup klep/katup regulasi dan kran pipa masuk - Industri kran dan katup untuk kebersihan (sanitasi) - Industri kran dan katup untuk pemanasan- Industri pompa tangan Subgolongan ini tidak mencakup : - Industri katup dari karet vulkanisir yang tidak dikeraskan, katup dari kaca, atau katup dari keramik, lihat 2219, 2312 atau 2393 - Industri inlet dan klep/katup pelepas gas dari mesin pembakaran dalam, lihat 2811 - Industri peralatan transmisi hidrolik, lihat 2812"
203,76,2814,"Industri Bearing, Roda Gigi dan Elemen Penggerak Mesin","Subgolongan ini mencakup : - Industri ball dan roller bearing dan bagian-bagiannya - Industri peralatan transmisi tenaga mekanik, seperti poros dan engkol transmisi, misal poros dengan sisir dalam silinder mesin (camshaft), poros engkol (crankshaft), engkol dan lain-lain"
204,76,2815,"Industri Oven, Perapian dan Tungku Pembakar","Subgolongan ini mencakup : - Industri tungku dan oven listrik, tungku dan oven industri dan laboratorium, termasuk incenerator (pemanas) - Industri tungku pembakar- Industri peralatan pemanas ruangan listrik permanen untuk daerah pegunungan, pemanas kolam renang listrik - Industri peralatan pemanas rumah tangga bukan listrik permanen untuk daerah pegunungan, seperti peralatan pemanas solar, pemanas uap, pemanas minyak dan peralatan pemanas dan tungku sejenisnya - Industri tungku listrik untuk rumah tangga Subgolongan ini juga mencakup : - Industri ruang pembakar batu bara di lokomotif uap (setoker), pemanggang, (discharger) penampung abu mekanik Subgolongan ini tidak mencakup : - Industri oven rumah tangga, lihat 2752- Industri peralatan pengering pertanian, lihat 2825 - Industri oven roti, lihat 2825- Industri peralatan pengering kayu, bubur kertas, kertas atau papan kertas, lihat 2829 - Industri alat sterilisasi medis, bedah dan laboratorium, lihat 3250 - Industri tungku laboratorium gigi, lihat 3250"
205,76,2816,Industri Alat Pengangkat dan Pemindah,"Subgolongan ini mencakup : - Industri mesin angkut, angkat, pemuat dan pembongkar yang digerakkan dengan tangan atau tenaga, seperti katrol kerek (alat kerek), winches, putaran/paksi jangkar dan dongkrak"
206,76,2817,Industri Mesin dan Peralatan Kantor (Bukan Komputer dan Peralatan Perlengkapannya),"Subgolongan ini mencakup : - Industri mesin hitung- Industri mesin penjumlah, cash register (penghitung uang kontan) - Industri kalkulator, elektronik maupun tidak- Industri alat timbang pos (postage meters), mesin pengelola surat (pengisi amplop, penyegel dan mesin pemberi alamat, membuka, mengurutkan, menscan), mesin pemeriksa- Industri mesin ketik- Industri mesin stenografi- Industri alat penjilid (contoh penjilid plastik atau pita) - Industri mesin pemeriksa tulisan- Industri mesin penghitung koin dan pembungkus koin - Industri peruncing pensil- Industri stapler dan pembersih stapler- Industri mesin pemungutan suara- Industri mesin isolasi (tape dispencer)- Industri mesin pembuat lubang kertas- Industri cash register (penghitung uang kontan) yang dioperasikan secara mekanik - Industri mesin fotokopi- Industri toner cartridge- Industri papan tulis, seperti white board dan marker board - Industri mesin pendikte Subgolongan ini tidak mencakup : - Industri komputer dan peralatan perlengkapannya, lihat 2621 dan 2622"
207,76,2818,Industri Perkakas Tangan yang Digerakkan Tenaga,"Subgolongan ini mencakup : - Industri perkakas tangan, baik dengan motor listrik atau motor bukan listrik atau yang digerakkan dengan tekanan udara, seperti gergaji sirkular dan reciprocating, bor dan bor palu, penabur pasir yang digerakkan dengan tangan, alat pemaku (pneumatik), penyangga (buffers), router, penggerinda, stepler, alat paku tembak, alat ketam/serut, gunting dan catut, kunci inggris dan alat pemaku (powder actuated). Subgolongan ini tidak mencakup : - Industri peralatan patri dan solder tangan listrik, lihat 2790"
208,76,2819,Industri Mesin Untuk Keperluan Umum Lainnya,"Subgolongan ini mencakup : - Industri peralatan pendingin atau pembeku industri, termasuk perakitan komponen utamanya - Industri mesin AC, termasuk untuk kendaraan bermotor - Industri kipas angin bukan untuk keperluan rumah tangga - Industri mesin timbangan (selain mesin timbangan laboratorium yang sensitif), seperti timbangan untuk keperluan toko dan rumah tangga, timbangan stasiun, scale for continuous weighing, jembatan timbang dan timbangan lainnya - Industri mesin dan perlengkapan penyaringan atau pemurnian zat cair - Industri peralatan untuk proyek, penyebaran atau penyemprotan cairan atau bubuk, seperti pistol semprot, pemadam api, mesin penyemprot pasir, mesin pembersih dengan uap air dan lain-lain - Industri mesin pengepakan dan pembungkus, seperti mesin pengisi, penutup, penyegel, pembungkus, mesin pembuat label dan lain-lain - Industri mesin untuk pembersih atau pengeringan botol dan mesin untuk mencampur udara ke dalam minuman - Industri mesin penyulingan atau rektifikasi untuk kilang minyak, industri kimia, industri minuman dan lain-lain - Industri mesin penukar panas (heat exchanger) - Industri mesin untuk mencairkan udara atau gas - Industri generator gas- Industri mesin penggulung lainnya dan silinder daripadanya (kecuali untuk logam dan kaca), termasuk calendering machine (mesin pres) - Industri mesin sentrifugal (kecuali mesin pemisah krim dan pengering pakaian) - Industri mesin paking dan tali untuk isolasi dan sejenisnya yang terbuat dari kombinasi bahan atau lapisan bahan yang sama - Industri mesin penjual barang otomatis- Industri bagian-bagian untuk mesin keperluan umum - Industri kipas ventilasi loteng (kipas gable/dinding, ventilasi atap dan lain-lain) - Industri meteran pita dan perkakas tangan sejenis, alat presisi masinis (bukan optik) - Industri peralatan patri dan solder bukan listrik Subgolongan tidak mencakup : - Industri timbangan/neraca yang sensitive (khusus untuk laboratorium), lihat 2651 - Industri kulkas dan frezeer untuk keperluan rumah tangga, lihat 2751 - Industri kipas angin untuk keperluan rumah tangga, lihat 2752 - Industri peralatan patri dan solder listrik, lihat 2790 - Industri mesin penyemprot pertanian, lihat 2821 - Industri mesin penggulung kaca dan logam atau silinder daripadanya, lihat 2823, 2829 - Industri mesin pengering pertanian, lihat 2825 - Industri mesin penyaring atau pemurnian makanan, lihat 2825 - Industri mesin pemisah krim, lihat 2825- Industri mesin penyaring pakaian komersil, lihat 2826 - Industri mesin cetak kain, lihat 2826"
