id,kode_2_digit_id,kode_3_digit,judul,deskripsi
75,26,279,Industri peralatan listrik lainnya,"Golongan ini mencakup pembuatan bermacam-macam peralatan listrik, seperti \""charger baterai dan surge suppressor/stabilisator, alat pintu listrik, bel listrik, kabel listrik, produk grafit dan karbon, kapasitor listrik dan peralatan sejenis, elektromagnet, papan listrik untuk angka dan tanda, peralatan pemberi isyarat dan sirine listrik, alat penyekat, pipa saluran dan peralatan listrik, peralatan pengelasan dan pematrian listrik, termasuk alat pematri tangan."
76,27,281,Industri mesin untuk keperluan umum,"Golongan ini mencakup pembuatan mesin untuk keperluan umum yaitu mesin yang biasa digunakan dalam cakupan luas dari industri ISIC, seperti halnya pembuatan komponen yang digunakan dalam pembuatan berbagai macam mesin lain atau pembuatan mesin yang mendukung operasi usaha lain. Golongan ini termasuk pembuatan mesin dan turbin, kecuali mesin kendaraan dan pesawat udara, termasuk juga peralatan mesin tenaga air, pompa, kompresor, katup/klep dan kran, bearing, gir, dan unsur-unsur untuk menggerakkan gir kemudi, oven, tungku dan tungku pembakar, peralatan untuk pemindahan dan pengangkatan barang, mesin dan peralatan perkantoran (kecuali peralatan komputer dan perlengkapannya), peralatan/perkakas tangan yang digerakkan tenaga dan mesin untuk keperluan umum lainnya. Untuk kegiatan remanufakturing dapat digolongkan dalam kegiatan Industri."
77,27,282,Industri mesin untuk keperluan khusus,"Golongan ini mencakup pembuatan mesin untuk keperluan khusus, yaitu mesin untuk keperluan eksklusif dalam industri KBLI atau kelompok kecil industri KBLI. Kebanyakan mesin-mesin ini digunakan dalam proses-proses industri, seperti industri makanan atau industri tekstil. Golongan ini juga mencakup pembuatan mesin khusus untuk kegiatan bukan industri. Golongan ini mencakup pembuatan mesin pertanian dan kehutanan, mesin dan perkakas mesin untuk pembentukan logam, mesin metalurgi, mesin-mesin untuk pertambangan, penggalian dan konstruksi, mesin untuk tekstil, pakaian jadi, barang dari kulit dan mesin untuk keperluan khusus lain. Untuk kegiatan remanufakturing dapat digolongkan dalam kegiatan industri."
78,28,291,Industri kendaraan bermotor roda empat atau lebih,"Golongan ini mencakup mobil penumpang dan kendaraan komersial, seperti van, lori/truk, bis, mesin kendaraan bermotor, kendaraan amphibi, casis mesin kendaraan, dan kendaraan bermotor lainnya. Golongan ini juga mencakup perakitan/pembuatan kembali mesin kendaraan bermotor."
79,28,292,Industri karoseri kendaraan bermotor roda empat atau lebih dan industri trailer dan semi trailer,"Golongan ini mencakup pembuatan badan (coach work) dan kontainer untuk angkutan penumpang dan barang, termasuk taksi, gerbong kereta, trailer untuk angkutan barang, trailer karavan dan lain-lain."
80,28,293,Industri suku cadang dan aksesori kendaraan bermotor roda empat atau lebih,"Golongan ini mencakup pembuatan suku cadang dan aksesori untuk kendaraan bermotor seperti bagian sistem kemudi, pembakaran dan gas/uap hasil pembakaran, peralatan listrik kendaraan bermotor, serta indikator kecepatan, temperatur dan lainnya."
81,29,301,Industri pembuatan kapal dan perahu,"Golongan ini mencakup pembuatan kapal, perahu dan struktur terapung lain untuk keperluan angkutan dan komersial, olahraga dan rekreasi."
82,29,302,Industri lokomotif dan gerbong kereta,"Golongan ini mencakup pembuatan lokomotif kereta api, gerbong kereta api untuk berbagai keperluan dan pembuatan suku cadangnya, peralatan pemberi isyarat dan fasilitas rel kereta api lain yang terkait."
83,29,303,Industri pesawat terbang dan perlengkapannya,"Golongan ini mencakup pembuatan pesawat udara dan kendaraan terbang lain untuk angkutan, angkutan perang untuk pertahanan, keperluan olahraga dan lainnya, termasuk pemasangan/asembling kendaraan tersebut. Golongan ini juga mencakup pemeriksaan menyeluruh dan penggantian pesawat udara dan mesin pesawat udara."
84,29,304,Industri kendaraan perang,"Golongan ini mencakup pembuatan alat angkutan tank, kendaraan amfibi bersenjata, dan kendaraan perang lainnya."
85,29,309,Industri alat angkutan lainnya ytdl,"Golongan ini mencakup pembuatan alat angkutan selain kendaraan bermotor dan kereta api, alat angkutan air/laut, pesawat udara atau angkasa dan kendaraan militer. Golongan ini mencakup pembuatan sepeda motor, sepeda dan kendaraan beroda lainnya dan kendaraan lain yang ditarik manusia atau binatang, termasuk suku cadang dan asesoris dari kendaraan-kendaran tersebut."
86,30,310,Industri Furnitur,"Golongan ini mencakup pembuatan furnitur, dari berbagai macam bentuk, untuk berbagai tempat dan kebutuhan. Golongan ini juga mencakup pembuatan furnitur untuk perkantoran, tempat hiburan, rumah tangga, laboratorium, fasilitas umum dan tempat lainnya. Golongan ini juga mencakup kegiatan penyelesaian furnitur, produksi kasur, dan lain-lain."
87,31,321,Industri barang perhiasan dan barang berharga,"Golongan ini mencakup pembuatan barang-barang perhiasan dan perhiasan imitasi. Golongan ini juga mencakup produksi mutiara, batu berharga dan semi, pembuatan perhiasan dari logam mulia, atau kombinasi darinya. Juga mencakup perhiasan yang digunakan pada materi lain seperti barang-barang keagamaan dan lainnya, barang-barang teknik, laboratorium dan barang-barang pribadi dari logam mulia dan barang-barang ukiran dari logam atau logam mulia."
88,31,322,Industri alat musik,"Golongan ini mencakup pembuatan alat musik, baik alat musik petik/gesek, keyboard, organ, akordian, alat musik perkusi maupun alat musik listrik serta suku cadang dan aksesorisnya. Golongan ini juga mencakup suling dan alat musik tiup lainnya. Golongan ini tidak mencakup kegiatan reproduksi, penyetelan dan perbaikan alat musik."
89,31,323,Industri alat olahraga,"Golongan ini mencakup pembuatan alat-alat olahraga dan atletik, kecuali pakaian dan alas kaki. Tercakup di sini adalah pembuatan alat-alat olahraga, peralatan atletik dan barang-barang keperluan olahraga lainnya."
90,31,324,Industri alat permainan dan mainan anak-anak,"Golongan ini mencakup pembuatan mainan anak dan alat permainan ketangkasan/games (termasuk mainan elektronik dan asesorisnya, hobby kits, kendaraan untuk anak-anak, meja permainan, kartu permainan, alat permainan yang dijalankan dengan menggunakan koin, dan permainan hiburan lainnya. Golongan ini tidak mencakup pembuatan peralatan konsol video game."
91,31,325,Industri peralatan kedokteran dan kedokteran gigi serta perlengkapannya,"Golongan ini mencakup pembuatan peralatan medis dan laboratorium, perabotan, instrumen, perlengkapan dan persediannya. Golongan ini mencakup barang-barang dan peralatan bedah, kedokteran gigi, ortopedi, ophthalmic dan prosedural lain."
92,31,329,Industri pengolahan lainnya ytdl,"Golongan ini mencakup pembuatan berbagai macam barang-barang pribadi yang belum tercakup sebelumnya. Golongan ini mencakup peralatan keselamatan yang bersifat melindungi, sikat dan sapu untuk berbagai kebutuhan, berbagai macam pulpen dan pensil, alat pemberi label dan tanggal, payung, tongkat untuk berjalan, alat pengunci, pemantik api, barang kebutuhan pribadi dan bermacam-macam barang seperti lilin, rangkaian bunga, jokes dan novelties, tangan, tailor\""s dummies, peti mati dan lain-lain termasuk kegiatan taxidermy (mounting kulit hewan dengan kapas sehingga terlihat seperti binatang hidup)."
93,32,331,"Reparasi Produk Logam Pabrikasi, Mesin dan Peralatan","Pembangunan dan pembuatan kembali mesin-mesin dianggap sebagai industri pengolahan. Golongan ini mencakup perbaikan dan pemeliharaan produk logam pabrikasi, peralatan dan mesin, mencakup perbaikan khusus barang-barang yang dihasilkan lapangan usaha industri pengolahan dengan tujuan untuk pemulihan barang-barang logam, mesin dan peralatan serta produk lain menjadi baik, termasuk juga disini jasa rekondisi. Ketentuan pemeliharaan umum atau rutin (servis) mesin-mesin tersebut untuk memastikan mesin bekerja efisien dan untuk mencegah kerusakan dan perbaikan yang tidak penting, tercakup di sini. Pada golongan ini juga mencakup perbaikan produk logam pabrikasi, mesin industri, peralatan listrik, elektronik dan optik, alat angkutan kecuali kendaraan bermotor dan semua peralatan lain."
94,32,332,Instalasi/pemasangan mesin dan peralatan industri,"Golongan ini mencakup instalasi khusus mesin-mesin. Bagaimanapun instalasi peralatan yang membentuk suatu bagian kesatuan dari suatu gedung atau bangunan, seperti instalasi eskalator, kawat listrik, sistem alarm/tanda bahaya, sistem AC (pendingin ruangan), tercakup pada konstruksi (F). Golongan ini mencakup instalasi, perangkaian dan pembongkaran mesin industri, dan peralatan pengawas proses produksi mesin industri."
95,33,351,Ketenagalistrikan,"Golongan ini mencakup kegiatan pembangkitan, transmisi dan pendistribusian energi listrik kepada konsumen akhir.  Kegiatan yang tercakup adalah pengoperasian fasilitas pembangkit yang menghasilkan energi listrik, pengoperasian sistem transmisi hingga sistem distribusi ke konsumen akhir, kegiatan penjualan ke konsumen dan aktivitas penunjang tenaga listrik."
96,33,352,Pengadaan dan Distribusi Gas Alam dan Buatan,"Golongan ini mencakup pengolahan gas dan pendistribusian gas alam atau gas buatan ke konsumen melalui suatu sistem saluran pipa, dan kegiatan penjualan gas. Golongan ini juga mencakup penyediaan gas melalui berbagai proses, pengangkutan, pendistribusian dan penyediaan semua jenis bahan bakar gas melalui pipa saluran, penjualan gas kepada konsumen melalui saluran pipa, termasuk kegiatan broker dan agen gas, pertukaran komoditi dan kapasitas pengangkutan bahan bakar gas. Golongan ini tidak mencakup kegiatan pengoperasian tungku batubara, pembuatan produk gas hasil pengilangan minyak bumi/penyulingan minyak bumi, perdagangan besar bahan bakar gas, perdagangan eceran gas dalam tabung, penjualan langsung bahan bakar, dan transportasi (jarak jauh) gas melalui saluran pipa."
97,33,353,"Pengadaan Uap/Air Panas, Udara Dingin dan Produksi Es","Golongan ini mencakup kegiatan produksi, pengumpulan dan pendistribusian uap dan air panas untuk pemanas, energi dan tujuan lain, produksi dan distribusi udara dingin, air dingin/air es untuk tujuan pendinginan, dan produksi es, termasuk es untuk kebutuhan makanan/minuman dan tujuan non makanan."
98,34,360,Pengelolaan Air,"Golongan ini mencakup kegiatan pengumpulan, pengolahan dan pendistribusian air melalui berbagai saluran pipa untuk kebutuhan rumah tangga dan industri. Golongan ini juga mencakup kegiatan pengumpulan, penjernihan dan pengolahan air dari sungai, danau, mata air, hujan dan lain-lain. Termasuk juga proses penghilangan garam dari air laut yang utamanya untuk menghasilkan air tawar, pendistribusian air dengan truk atau saluran lainnya dan pengoperasian saluran irigasi. Golongan ini tidak mencakup pengoperasian peralatan irigasi untuk keperluan pertanian, pengolahan air limbah dalam rangka pencegahan polusi dan angkutan saluran pipa jarak jauh untuk air."
99,35,370,Pengelolaan Air Limbah,"Golongan ini mencakup kegiatan pengoperasian sistem pembuangan air limbah atau fasilitas pengolahan air limbah, termasuk kegiatan pengumpulan dan pengangkutan air limbah. Golongan ini juga mencakup pengosongan dan pembersihan tempat penampungan limbah, pelayanan dan pengolahan air limbah melalui saluran secara proses biologi, kimia dan fisika, juga mencakup pemeliharaan dan pembersihan saluran air dan saluran pembuangan."
100,36,381,Pengumpulan Limbah dan Sampah,"Golongan ini mencakup kegiatan pengumpulan limbah dan sampah dari rumah tangga dan perusahaan dengan memakai tempat sampah, tempat sampah beroda, kontainer sampah dan lain-lain. Golongan ini juga mencakup kegiatan pengumpulan limbah dan sampah berbahaya dan tidak berbahaya, misalnya sampah dari rumah tangga, baterai bekas, minyak dan lemak masak bekas pakai, oli (minyak bekas yang berasal dari kapal, dan bengkel, seperti halnya sampah konstruksi dan penghancuran bangunan."
101,36,382,Treatment dan pembuangan sampah,"Golongan ini mencakup kegiatan pengolahan dan pembuangan berbagai bentuk sampah dengan berbagai cara yang berbeda, seperti sampah organik, sampah yang mengandung racun, binatang hidup atau mati, sampah dari rumah sakit, barang bekas dan sampah yang tercemar lainnya yang berbahaya bagi kesehatan manusia dan lingkungan dengan cara pengoperasian fasilitas pengolahan sampah berbahaya, tempat penimbunan sampah, tempat pembakaran sampah dan cara lainnya. Pada golongan ini juga mencakup kegiatan pembangkitan energi listrik hasil dari proses pembakaran sampah. Kegiatan yang tidak dicakup golongan ini adalah proses mengurangi atau menghilangkan bahan berbahaya/beracun dari sampah."
102,36,383,Pemulihan Material,"Golongan ini mencakup kegiatan pengolahan sampah dan bahan lain menjadi bahan baku sekunder. Kegiatan pemulihan material mencakup kegiatan pemisahan bahan yang dapat didaur ulang dari kumpulan sampah dalam bentuk pemisahan dan pemilihan barang yang dapat didaur ulang dari sampah yang tidak berbahaya dan limbah bahan berbahaya dan beracun (limbah B3), dan pemisahan dan pemilahan bahan-bahan dari campuran bahan yang dapat di daur ulang seperti kertas, wadah plastik dan logam. Proses pengolahan meliputi proses perubahan secara kimia dan proses reduksi secara mekanik. Golongan ini tidak mencakup pembuatan produk final baru dari bahan baku sekunder (bahan baku yang berasal dari daur ulang), di mana kegiatan ini tercakup pada kategori industri pengolahan (C)."
103,37,390,Aktivitas Remediasi dan Pengelolaan Limbah dan Sampah Lainnya,"Golongan pokok ini mencakup kegiatan pemulihan atau penghilangan bahan berbahaya/beracun yang mencemari tanah, air bawah tanah dan air permukaan, tempat/lokasi atau gedung atau pabrik, termasuk lokasi atau pabrik nuklir, tumpahan minyak, polusi akibat suatu kejadian tiba-tiba dan polusi lainnya dalam lingkungan, pembersihan bahan beracun, dan kegiatan lain yang khususnya berkaitan dengan pengawasan polusi."
104,38,410,Konstruksi Gedung,"Golongan ini mencakup kegiatan konstruksi bangunan baik untuk hunian atau non hunian, atas biaya sendiri untuk dijual atau atas dasar balas jasa/kontrak. Kegiatan konstruksi bangunan dimungkinkan untuk disubkontrakkan sebagian atau keseluruhan. Jika hanya bagian khusus saja dari proses konstruksi yang dilakukan, maka kegiatan tersebut diklasifikasikan pada golongan pokok 43. Golongan ini mencakup konstruksi semua jenis bangunan hunian dan bangunan non hunian, seperti rumah, gedung hunian, gedung yang digunakan untuk keperluan komersial dan industri, bangunan tempat ibadah, pemasangan dan pendirian bangunan/struktur prafabrikasi pada lokasi proyek. Termasuk kegiatan perubahan model dan renovasi bangunan/struktur yang sudah ada."
105,39,421,Konstruksi jalan dan jalan rel,"Golongan ini mencakup kegiatan konstruksi dan pekerjaan permukaan jalan kendaraan bermotor dan kendaraan lain dan jalan untuk pejalan kaki serta pekerjaan sejenisnya.Golongan ini juga mencakup konstruksi jembatan jalan layang bebas hambatan, terowongan, jalan rel baik di permukaan atau bawah tanah, dan landasan pacu lapangan udara. Termasuk pemasangan bangunan konstruksi prafabrikasi pada lokasi proyek."
106,39,422,"Konstruksi jaringan irigasi, komunikasi dan limbah","Golongan ini mencakup kegiatan konstruksi jaringan distribusi dan bagian yang menyatu dan berkaitan dengan sistem irigasi, komunikasi dan pembuangan limbah.Golongan ini juga mencakup konstruksi jaringan pipa jarak jauh, jaringan komunikasi dan energi baik di perkotaan maupun perdesaan"
107,39,429,Konstruksi bangunan sipil lainnya,"Golongan ini mencakup kegiatan konstruksi fasilitas industri kecuali bangunannya, seperti kilang minyak, pabrik kimia dan konstruksi sungai/kanal, bendungan dan pelabuhan, termasuk kegiatan pengerukan sungai/kanal.Golongan ini juga mencakup pekerjaan konstruksi selain bangunan, seperti fasilitas olahraga di tempat terbuka dan juga pembagian lahan dengan pengembangannya (misalnya penambahan jalan, prasarana umum dan lain-lain). Termasuk pemasangan bangunan konstruksi prafabrikasi pada lokasi proyek."
108,40,431,Pembongkaran dan Penyiapan lahan,"Golongan ini mencakup kegiatan penyiapan lahan yang dilanjutkan dengan kegiatan konstruksi, termasuk pemindahan bangunan sebelumnya yang ada dengan cara penghancuran atau pengangkatan bangunan dan struktur lainnya. Golongan ini juga mencakup pengangkutan tanah, pengambilan sampel inti kegiatan konstruksi yang berhubungan dengan geofisika dan geologi serta keperluan yang sejenisnya dan pengeringan lokasi bangunan."
109,40,432,"Instalasi Sistem Kelistrikan, Air (Pipa) dan Instalasi Konstruksi Lainnya","Golongan ini mencakup kegiatan instalasi yang mendukung fungsi dari gedung, seperti instalasi sistem kelistrikan, pipa ledeng, sistem pendingin ruangan (AC) dan pemanas, air, gas dan pembuangan limbah, lift dan lain-lain termasuk penambahan, perubahan, perawatan dan perbaikan."
110,40,433,Penyelesaian Konstruksi Bangunan,"Golongan ini mencakup kegiatan penyelesaian interior dan eksterior bangunan, termasuk pemasangan pintu, jendela, tangga, peralatan lain dan sejenisnya, langit-langit, lantai, dinding dan pembatas ruangan yang dapat dipindah-pindah dan pekerjaan penyelesaian bangunan lain yang tidak di klasifikasikan di tempat lain. Golongan ini juga mencakup kegiatan instalasi interior toko, rumah bergerak, kapal dan lain-lain."
111,40,439,Konstruksi khusus lainnya,"Golongan ini mencakup kegiatan konstruksi khusus pada satu aspek umum untuk struktur yang berbeda, yang membutuhkan peralatan atau ketrampilan khusus seperti konstruksi pondasi, misalnya pemancangan tiang ke dalam tanah, pemancangan tangga-tangga perancah, pemasangan dan pembongkaran bangunan panggung/podium, pekerjaan dengan jalan masuk khusus yang syaratnya membutuhkan ketrampilan memanjat dan penggunaan alat yang berkaitan, pekerjaan di bawah permukaan tanah dan kegiatan sejenis untuk eksterior bangunan dan lain-lain."
112,41,451,Perdagangan mobil,"Golongan ini mencakup perdagangan besar dan eceran kendaraan mobil baru dan bekas, seperti mobil penumpang, lori, mobil gandeng, mobil penumpang khusus, seperti kendaraan kemping, ambulans, minibus dan lain-lain. Golongan ini juga mencakup perdagangan besar dan eceran mobil off-road (jeep, dan lain-lain) perdagangan melalui agen komisi, dan pelelangan mobil."
113,41,452,Reparasi dan Perawatan Mobil,"Golongan ini mencakup reparasi dan perawatan mobil, termasuk reparasi mekanik, elektrik, elektronik, perawatan bodi, bagian-bagian mobil, kursi kendaraan, pencucian, pemolesan dan lain-lain, pemasangan anti karat dan instalasi bagian dan aksesori yang bukan sebagai proses industri."
114,41,453,Perdagangan suku cadang dan aksesori mobil,"Golongan ini mencakup perdagangan besar dan eceran dari semua jenis suku cadang, komponen, persediaan, peralatan dan aksesori untuk mobil, seperti ban luar dan ban dalam, busi, aki, perlengkapan lampu dan bagian-bagian kelistrikan."
115,41,454,"Perdagangan, Reparasi dan Perawatan Sepeda Motor dan Perdagangan Suku Cadang dan Aksesorinya",Golongan ini mencakup perdagangan besar dan eceran sepeda motor dan moped serta suku cadang dan aksesorinya. Termasuk juga reparasi dan perawatan sepeda motor dan moped. Tidak dicakup di sini perdagangan dan reparasi sepeda dan suku cadangnya serta aksesorinya.
116,42,461,Perdagangan besar atas dasar balas jasa (fee) atau kontrak,"Golongan ini mencakup kegiatan dari agen, dan semua pedagang besar lainnya yang berdagang untuk orang lain atau membawa penjual dan pembeli bersama termasuk pada internet dan agen-agen serupa itu dalam menjual barang, mesin, kapal dan pesawat serta furnitur rumah tangga dan hardware, diantaranya. Golongan ini juga mencakup kegiatan rumah lelang untuk perdagangan besar."
117,42,462,Perdagangan besar hasil pertanian dan hewan hidup,"Golongan ini mencakup perdagangan besar serealia, buah oleaginous, bunga dan tanaman hias, hasil kehutanan lainnya, serta hewan hidup. Termasuk di dalamnya perdagangan besar benih dan bibit tanaman, bibit hewan, kulit dan jangat, barang kulit, serta perdagangan besar bahan, sampah, sisaan pertanian dan hasil ikutan yang digunakan untuk makanan hewan."
118,42,463,"Perdagangan besar makanan, minuman dan tembakau","Golongan ini mencakup perdagangan besar buah-buahan dan sayuran, produk susu, telur dan produk telur, minyak yang dapat dimakan serta lemak hewani dan nabati, daging, produk perikanan, gula, coklat dan permen, produk roti, minuman, kopi, teh, coklat bubuk dan bumbu, serta produk tembakau. Golongan ini juga mencakup pembelian \""wine\"" dalam jumlah besar dan pembotolan tanpa ada perubahan dan perdagangan besar makanan untuk hewan peliharaan."
119,42,464,Perdagangan Besar Barang Keperluan Rumah Tangga,"Golongan ini mencakup perdagangan besar barang rumah tangga, termasuk tekstil. Perdagangan besar tekstil, pakaian dan alas kaki termasuk pakaian olahraga, aksesori pakaian seperti sarung tangan, dasi, dan bros, benda dari bulu hewan dan payung. Golongan ini juga mencakup perdagangan besar barang rumah tangga lainnya, perabotan rumah tangga dan perlengkapan rumah tangga, perlengkapan lampu, peralatan makan dan pisau, benda-benda kaca dan keramik, benda-benda kayu, barang anyaman dan lain-lain, produk farmasi dan medis, parfum, kosmetik dan sabun, sepeda serta bagian dan aksesorinya, alat tulis, buku, majalah dan koran, barang fotografi dan optik (misalnya kacamata, teropong, kaca pembesar), video tape, CD, DVD, barang kulit dan perlengkapan perjalanan, jam tangan, jam meja atau dinding dan perhiasan, alat musik, permainan dan mainan, alat-alat olahraga. Tidak termasuk kaset dan video tape kosong, CD dan DVD kosong, dan furnitur atau perabot kantor."
120,42,465,"Perdagangan Besar Mesin, Peralatan dan Perlengkapannya","Golongan ini mencakup perdagangan besar komputer, perlengkapan telekomunikasi, mesin-mesin khusus untuk semua jenis industri dan mesin-mesin dengan tujuan umum. Cakupan perdagangan besar di sini adalah untuk keperluan kantor, pertanian, navigasi, industri, pemeriksa komputer, alat-alat pengukuran dan perlengkapan perkakas mesin. Golongan ini mencakup perdagangan besar beberapa peralatan, software, media kosong dan perekam."
121,42,466,Perdagangan Besar Khusus Lainnya,"Golongan ini mencakup kegiatan perdagangan besar yang tidak diklasifikasikan dalam golongan lain dari golongan pokok 46. Perdagangan besar yang dicakup di sini adalah perdagangan besar produk antara, kecuali input pertanian. Perdagangan besar di sini mencakup bahan bakar padat, cair dan gas serta produk yang berkaitan, logam dan bijih logam, bahan-bahan konstruksi, perangkat keras, peralatan dan persediaan pemasangan pipa dan pemanas, pembuangan dan sisaan potongan serta produk lain ytdl."
122,42,469,Perdagangan besar berbagai macam barang,Golongan ini mencakup perdagangan besar berbagai macam barang tanpa ada kekhususan tertentu.
123,43,471,Perdagangan Eceran Berbagai Macam Barang di Toko,"Golongan ini mencakup penjualan eceran berbagai macam produk dalam satu toko, seperti supermaket atau \""department store\"". Termasuk toko serba ada yang menjual berbagai macam barang seperti makanan, minuman atau tembakau, pakaian jadi, furnitur, kosmetik, perhiasan, mainan, alat-alat olahraga dan lain-lain."
124,43,472,"Perdagangan Eceran Khusus Makanan, Minuman Dan Tembakau di Toko",Golongan ini mencakup perdagangan eceran khusus menjual produk makanan minuman atau tembakau di dalam bangunan.
125,43,473,Perdagangan Eceran Khusus Bahan Bakar Kendaraan Bermotor,"Golongan ini mencakup perdagangan eceran bahan bakar kendaraan mobil dan motor, termasuk untuk genset. Golongan ini juga mencakup perdagangan eceran produk pelumas dan produk pendinginan untuk mobil."
126,43,474,Perdagangan Eceran Khusus Peralatan Informasi Dan Komunikasi di Toko,"Golongan ini mencakup perdagangan eceran khusus peralatan informasi dan komunikasi seperti komputer dan peralatannya, peralatan telekomunikasi dan elektronik rumah tangga. Termasuk konsol video games, pemutar (players), perekam (recorders), radio dan televisi."
127,43,475,Perdagangan Eceran Khusus Perlengkapan Rumah Tangga Lainnya di Toko,"Golongan ini mencakup perdagangan eceran khusus peralatan rumah tangga, seperti tekstil, bahan bangunan, penutup lantai, peralatan listrik dan furnitur. Termasuk perdagangan eceran barang untuk penerangan, alat-alat rumah tangga dan pecah belah, alat-alat musik, sistem keamanan, dan barang rumah tangga lainnya serta peralatan ytdl."
128,43,476,Perdagangan Eceran Khusus Barang Budaya Dan Rekreasi di Toko Khusus,"Golongan ini mencakup perdagangan eceran khusus barang-barang kebudayaan dan rekreasi, seperti buku, surat kabar dan alat tulis menulis, rekaman musik dan video, alat-alat olahraga, permainan dan mainan."
129,43,477,Perdagangan Eceran Khusus Barang Lainnya di Toko,"Golongan ini mencakup perdagangan eceran yang khusus menjual produk-produk yang tidak dicakup pada golongan lain, seperti pakaian, alas kaki dan barang dari kulit, barang ortopedik, parfum dan kosmetik, fotografi, peralatan optik dan presisi, jam tangan, perhiasan, keperluan taman, barang farmasi dan kedokteran, jam tangan, souvenir, alat-alat kebersihan, senjata, bunga, kerajinan tangan dan benda-benda keagamaan, bahan bakar untuk rumah tangga, gas tabung, arang dan bahan bakar kayu, alat-alat kebersihan, senjata dan amunisi, makanan dan hewan peliharaan, perangko dan koin serta produk non-makanan ytdl. Termasuk juga di sini penjualan eceran khusus barang bekas (kecuali kendaraan bermotor) dan barang antik. Di sini mencakup kegiatan galeri seni yang komersial dan juga rumah lelang (kecuali tempat pegadaian dan jasa pelelangan)."
130,43,478,Perdagangan Eceran Kaki lima dan los pasar,"Golongan ini mencakup perdagangan eceran dari berbagai jenis produk baru atau bekas yang biasanya kiosnya dapat dipindah-pindah sepanjang jalan umum (kaki lima) atau pada tempat pasar yang tetap (los pasar). Cakupan penjualan eceran pada golongan ini berupa makanan, minuman dan tembakau, tekstil, pakaian dan produk alas kaki, karpet dan permadani, buku, permainan dan mainan, perlengkapan rumah tangga dan elektronik konsumen, perekam musik dan video. Tidak termasuk dalam golongan ini perdagangan eceran makanan yang disiapkan untuk segera dikonsumsi, pedagang keliling dan tempat dengan struktur tetap dalam suatu lokasi."
131,43,479,"Perdagangan Eceran bukan di toko, kaki lima dan los pasar","Golongan ini mencakup kegiatan perdagangan eceran berbagai jenis barang melalui pesanan surat, internet, sales dari pintu ke pintu, \""vending machines\"", pedagang keliling serta berbagai cara yang belum dicakup di atas dan lain-lain. Termasuk penjualan langsung lelang melalui televisi, radio dan telepon serta internet, segala jenis produk dalam berbagai cara yang tidak tercakup dalam golongan sebelumnya, (penjualan langsung dan mengantar langsung ke tempat konsumen, lelang (eceran) bukan toko dan perdagangan eceran (bukan toko) oleh agen komisi."
132,44,491,Angkutan Jalan Rel,"Golongan ini mencakup angkutan kereta api untuk penumpang dan/atau barang yang menggunakan berbagai jenis rangkaian kereta api melalui jalur utama rel kereta api, biasanya tersebar di wilayah geografis yang luas (jarak jauh). Angkutan kereta api untuk barang melalui jalur angkutan barang jarak pendek juga termasuk di sini.Golongan ini tidak mencakup:- Angkutan kereta lainnya untuk penumpang perkotaan dan perdesaan, lihat 4941- Kegiatan yang berkaitan dengan angkutan kereta api, seperti pemindahan jalur (switching) dan pelangsiran, lihat 5221- Pengoperasian infrastruktur kereta api, lihat 5221"
133,44,492,Angkutan Bus,"Golongan ini mencakup angkutan bus dalam trayek jarak dekat atau jauh. Termasuk juga bus turis dan pariwisata, yang terjadwal atau sewaan, pengoperasian bus sekolah dan bus pegawai."
134,44,493,Angkutan melalui saluran pipa,"Golongan ini mencakup angkutan gas, cairan, air, lumpur, dan komoditas lain melalui saluran pipa. Termasuk juga pengoperasian gardu pompa."
135,44,494,Angkutan Darat Bukan Bus,"Golongan ini mencakup semua kegiatan angkutan darat bukan bus. Golongan ini mencakup juga moda angkutan jalan raya yang berbeda, seperti trem, streetcar, kereta bawah tanah serta kereta layang dan lain-lain. Angkutan melalui rute yang telah ditetapkan, perencanaan waktu yang tepat pada pemberhentian yang umumnya tepat. Termasuk trem yang ditarik dengan kabel, kereta gantung, monorel dan lain-lain. Penyewaan mobil dan truk dengan sopir, angkutan penumpang dan barang dengan kendaraan yang ditarik orang atau hewan juga termasuk golongan ini. Termasuk juga angkutan menggunakan motor. Golongan ini juga mencakup semua pengoperasian angkutan darat untuk barang selain kereta api, termasuk truk tanker, pengangkut bahan sisa/sampah dan pemindahan furnitur."
136,45,501,Angkutan Laut,"Golongan ini mencakup usaha pengangkutan penumpang atau barang pada kapal yang dirancang untuk beroperasi pada perairan laut atau pantai (pesisir).Termasuk juga angkutan penarik atau pendorong tongkang (kapal barkas), kapal minyak dan lain-lain. Golongan ini tidak mencakup pengoperasian bangunan struktur terapung."
137,45,502,"Angkutan sungai, danau dan penyeberangan","Golongan ini mencakup usaha pengangkutan penumpang atau barang pada perairan dalam seperti angkutan sungai, danau dan penyeberangan, yang menggunakan kapal-kapal yang tidak cocok untuk transportasi laut.Termasuk persewaan kapal pesiar dengan kru untuk perairan dalam."
138,46,511,Angkutan udara untuk penumpang,"Golongan ini mencakup:- angkutan udara untuk penumpang dengan jadwal dan rute reguler- penerbangan carter untuk penumpang- penerbangan wisata (melihat pemandangan) Golongan ini juga mencakup:- Penyewaan angkutan udara dengan operatornya untuk tujuan angkutan penumpang- Kegiatan penerbangan umum, seperti angkutan penumpang melalui perkumpulan udara untuk pendidikan atau wisata"
